Location Name,Address,Phone Number,Google Maps URL,Lat,Long,BusinessType
Cascadia Liquor,"977 Langford Pkwy, Victoria, BC V9B 2N7, Canada",12505909511,https://goo.gl/maps/utGSfV1zEBYrf4tS9,48.44274109078,-123.515148436017,Grocery Store
Cascadia Liquor,"2244 Sooke Rd, Victoria, BC V9B 1X1, Canada",12504781303,https://goo.gl/maps/GNbpCXZncm5sjrXF8,48.4350694991083,-123.493440286176,Grocery Store
Cascadia Liquor,"130-23 Helmcken Rd, Victoria, BC V8Z 5G5, Canada",17782658668,https://goo.gl/maps/mtwuPq4k6iyAbNs59,48.4682478194054,-123.427470136449,Grocery Store
Cascadia Liquor,"3671 Uptown Blvd #101, Victoria, BC V8Z 0B9, Canada",17782656265,https://goo.gl/maps/ZvMHJXbpw5Bjek9t9,48.455699017248,-123.374790419258,Grocery Store
Cascadia Liquor,"2670 Fifth St, Victoria, BC V8T 5A8, Canada",12505901940,https://g.page/cascadia-quadra?share,48.4387906693728,-123.358304328505,Grocery Store
Legacy Liquor Store,"1633 Manitoba St, Vancouver, BC V5Y 0B8, Canada",16043317900,https://goo.gl/maps/Y9HFNXWp5kEasr797,49.2712160845736,-123.106118281153,Grocery Store
Whistler Liquor Store,"8200 Bear Paw Trail #105, Whistler, BC V8E 1M2, Canada",16049620121,https://g.page/WHISTLERLIQUORSTORE?share,50.1565230749826,-122.954273367086,Grocery Store
Town and Country- Bainbridge Island,"343 Winslow Way E., Bainbridge Island, WA 98110",12068423848,https://goo.gl/maps/tSHTiHfd6arkQgQf6,47.6245077700778,-122.517500449966,Grocery Store
Town and Country- Ballard,"1400 N.W. 56th St., Seattle, WA 98107",12067837922,https://goo.gl/maps/zjR7NEcCty7eLvxR6,47.6700269496468,-122.373818536472,Grocery Store
Town and Country- Bellevue,"4989 Lakemont Blvd. S.E., Bellevue, WA 98006",14256532261,https://goo.gl/maps/DxsKHwmc971yTJvC7,47.5582710648778,-122.114995750516,Grocery Store
Central Market- Shoreline,"15505 Westminster Way N., Shoreline WA 98133",12063639226,https://goo.gl/maps/5HvP829asnput6ed9,47.742931058539,-122.348972194689,Grocery Store
Central Market- Poulsbo,"20148 10th Ave. N.E., Poulsbo WA 98370",13607791881,https://goo.gl/maps/KuRSmS9XgAm8UhiX7,47.7463443214422,-122.636116090442,Grocery Store
Central Market- Mill Creek,"15605 Main St., Mill Creek WA 98012",14253573240,https://goo.gl/maps/9VV2Xhhm6uhwXPfo9,47.8565939770556,-122.219265302083,Grocery Store
Ballard Beer Co,"2050 NW Market St, Seattle, WA 98107",12067830179,https://goo.gl/maps/dTTbyDHsivLvXDUB8,47.6689513534,-122.384185670855,Restaurant // Tap Room
Beer Authority,"12720 Lake City Way NE, Seattle, WA 98125",12064179629,https://goo.gl/maps/6z1VefULyjrzyJKDA,47.7219705376093,-122.292816530923,Restaurant // Tap Room
The Beer Juntion,"4511 California Ave SW, Seattle, WA 98116",12069382337,https://goo.gl/maps/3iF7rHeXJdgej8mA8,47.5626622135675,-122.386341829078,Restaurant // Tap Room
Beer Star,"9801 16th Ave SW, Seattle, WA 98106",12064533088,https://goo.gl/maps/BEPnjNnq4xLgooqv8,47.5156242329695,-122.354796659764,Restaurant // Tap Room
Beveridge Place Pub,"6413 California Ave SW, Seattle, WA 98136",12069329906,https://goo.gl/maps/VLV8dNKpYKAtNmHt8,47.5455108254086,-122.38734942853,Restaurant // Tap Room
Bottleworks,"1710 N 45th St #3, Seattle, WA 98103",12066332437,https://g.page/BottleworksBier?share,47.6617444837317,-122.336408084897,Restaurant // Tap Room
Brewer's Row,"3205 N 26th St, Tacoma, WA 98407",12533271757,https://goo.gl/maps/uMXxB3r1rDV9PfRp6,47.2714383348609,-122.477175008195,Restaurant // Tap Room
Brewmaster's Taproom,"2000 Benson Rd S, Renton, WA 98055",14252646391,https://g.page/brewmasterstaproom?share,47.4623790816191,-122.202440156067,Restaurant // Tap Room
Brigid's Bottleshop,"188 Sunset Ave S, Edmonds, WA 98020",14255828218,https://g.page/brigidsbottleshop?share,47.8106949109941,-122.383910957358,Restaurant // Tap Room
Brouwers,"400 N 35th St, Seattle, WA 98103",12062672437,https://goo.gl/maps/dLW5CMfVJTYNoYun6,47.6517034071864,-122.353549456061,Restaurant // Tap Room
CaskCades,"106-A N Meridian, Puyallup, WA 98371",12532564210,https://g.page/CaskCades?share,47.1921393303941,-122.293318042581,Restaurant // Tap Room
CRFT BEERS,"1210 Auburn Way N Suite E, Auburn, WA 98002",12537375359,https://g.page/crftbeers?share,47.3190615313741,-122.220815426687,Restaurant // Tap Room
Chuck's Hop Shop CD,"2001 E Union St, Seattle, WA 98122",12065380743,https://goo.gl/maps/bd9dxxnQR2PncjtX7,47.6127871717923,-122.305625255515,Restaurant // Tap Room
Chuck's Hop Shop Greenwood,"656 NW 85th St, Seattle, WA 98117",12062976212,https://goo.gl/maps/VmBHSbbBui7M7Rq56,47.6910746483263,-122.365526867156,Restaurant // Tap Room
Coindexter's,"8556 Greenwood Ave N, Seattle, WA 98103",12067830477,https://g.page/Coindexters?share,47.6917321933009,-122.354709305786,Restaurant // Tap Room
Cone & Steinier,"532 19th Ave E, Seattle, WA 98112",12065821928,https://goo.gl/maps/nBTj2GHqM8Q38RKAA,47.6241063660774,-122.306957311336,Restaurant // Tap Room
Cone & Steinier,"135 S King St, Seattle, WA 98104",12064023682,https://goo.gl/maps/XVGt5id3DfsJ3iNB8,47.5984296636492,-122.331713394693,Restaurant // Tap Room
The Dray,"708 NW 65th St, Seattle, WA 98117",12064534527,https://goo.gl/maps/U4ABirB6TJrDq9VLA,47.6761412426401,-122.364830253663,Restaurant // Tap Room
Earl's on the Ave,"4333 University Way NE, Seattle, WA 98105",12065254493,https://goo.gl/maps/ypCFNVw2ep2v6LoV6,47.6608926179932,-122.312677396541,Restaurant // Tap Room
Duck Island,"7317 Aurora Ave N, Seattle, WA 98103",12067833360,https://goo.gl/maps/vUj6K69H9MCoXMRX9,47.6823042408532,-122.343838879349,Restaurant // Tap Room
Edison City Alehouse,"5602 S Lawrence St, Tacoma, WA 98409",12533013593,https://goo.gl/maps/YhkSAthY2sGVxgpZ8,47.2061260332874,-122.478348604499,Restaurant // Tap Room
Flatstick Pub,"609 Westlake Ave N, Seattle, WA 98109",12062584989,https://goo.gl/maps/LNACDHD4WZapiPUR9,47.6254019086277,-122.338272407637,Restaurant // Tap Room
Flatstick Pub,"240 2nd Ave S, Seattle, WA 98104",12066820608,https://goo.gl/maps/Aeb5dN6VBjP5W6U88,47.6003168059321,-122.330691265309,Restaurant // Tap Room
Flatstick Pub,"15 Lake St Suite 100, Kirkland, WA 98033",14252421618,https://goo.gl/maps/gHhq2GhhSB1T7GKX7,47.6760787584535,-122.206175877499,Restaurant // Tap Room
Full Throttle Bottles,"5909 Airport Way S, Seattle, WA 98108",12067632079,https://goo.gl/maps/fwaTbQG3xfiUK15t6,47.5499787971762,-122.317690997845,Restaurant // Tap Room
Giddy Up Burgers,"4600 Leary Way NW, Seattle, WA 98107",12067822798,https://goo.gl/maps/3mVWN2DZRq5Udrz49,47.6625295925778,-122.36682889839,Restaurant // Tap Room
Hop and Hound,"18116 101st Ave NE, Bothell, WA 98011",14254862337,https://goo.gl/maps/sKApFySyxa3MiWQx7,47.7600375628588,-122.204991609483,Restaurant // Tap Room
Hopvine Pub,"507 15th Ave E, Seattle, WA 98112",12063283120,https://g.page/hopvinepub?share,47.6234774790355,-122.312031496542,Restaurant // Tap Room
Imbibe Bottle House,"23330 Maple Valley Black Diamond Rd SE, Maple Valley, WA 98038",14254336972,https://g.page/imbibebeer?share,47.3919097184869,-122.044620798398,Restaurant // Tap Room
Jack's BBQ,"3924 Airport Way S, Seattle, WA 98108",12064674038,https://g.page/JacksBBQSoDo?share,47.5684030397378,-122.321784102091,Restaurant // Tap Room
Kiss Cafe,"2817 NW Market St, Seattle, WA 98107",12067895477,https://goo.gl/maps/pvAFyeE7VpwuyCCU7,47.6685588541731,-122.393199692294,Restaurant // Tap Room
Latona Pub,"6423 Latona Ave NE, Seattle, WA 98115",12065252238,https://g.page/pubseattle?share,47.6759256108908,-122.325461884348,Restaurant // Tap Room
Lincoln South Food Hall,"500 Bellevue Way NE Fl 2, Bellevue, WA 98004",14253626082,https://g.page/LincolnSFH?share,47.614749628182,-122.200258457912,Restaurant // Tap Room
Local Public Eatery,"404 Terry Ave N, Seattle, WA 98109",12062571888,https://goo.gl/maps/UEAafxtRU7QYk5yq5,47.6224274813592,-122.336267571405,Restaurant // Tap Room
JOEY- U Village,"2603 NE 46th St, Seattle, WA 98105",12065276188,https://goo.gl/maps/SqPdHoNS8pBGxfZH6,47.6616620464309,-122.299517794143,Restaurant // Tap Room
JOEY- Bellevue,"800 Bellevue Way NE Ste 118, Bellevue, WA 98004",14256371177,https://goo.gl/maps/JrfjpZznT4t3xsud7,47.6177232112144,-122.20097332298,Restaurant // Tap Room
JOEY- Southcenter,"758 Southcenter Mall, Tukwila, WA 98188",12068356397,https://goo.gl/maps/NgBcCd2roo2ajo5p6,47.4578697992048,-122.257304398396,Restaurant // Tap Room
Maize and Barley,"525 Main St, Edmonds, WA 98020",14258350868,https://g.page/MaizeBarley?share,47.8107659321126,-122.375908317427,Restaurant // Tap Room
Malt and Vine,"16851 Redmond Way, Redmond, WA 98052",14258816461,https://goo.gl/maps/PVhKdEjkdBNYZEFm6,47.6713890423459,-122.115078197842,Restaurant // Tap Room
Marlene's Market- Federal Way,"2565 S. Gateway Center Place, Federal Way, WA 98003",12538390933,https://goo.gl/maps/mRVKCRehiMAtzvYk6,47.3169816350961,-122.298425981208,Grocery Store
Marlene's Market- Tacoma,"2951 S. 38th Street, Tacoma, WA 98409",12534724080,https://goo.gl/maps/xQ1j5V3hK1yJfAwM7,47.2229086033057,-122.474991389156,Grocery Store
The Masonry,"20 Roy St, Seattle, WA 98109",12064534375,https://goo.gl/maps/WPq7pwDnvTpfiAcFA,47.6256930741317,-122.355089186747,Restaurant // Tap Room
Masonry Fremont,"730 N 34th St, Seattle, WA 98103",12065574907,https://goo.gl/maps/ZnX3QhkYS4rsAKBG7,47.649612421181,-122.348263384349,Restaurant // Tap Room
Miir,"3400 Stone Way N, Seattle, WA 98103",12065667207,https://g.page/miirflagship?share,47.6492967817559,-122.341806156062,Restaurant // Tap Room
Noble Fir,"5316 Ballard Ave NW, Seattle, WA 98107",12064207425,https://goo.gl/maps/PCGNBSEtGojkoSEq7,47.6668655287334,-122.383306611335,Restaurant // Tap Room
No Anchor,"2505 2nd Ave #105, Seattle, WA 98121",12064482610,https://g.page/noanchorbar?share,47.6155984317975,-122.348656242021,Restaurant // Tap Room
Olaf's,"6301 24th Ave NW, Seattle, WA 98107",12062976122,https://goo.gl/maps/xuvSzdE9WKxjnDN6A,47.6748039653924,-122.387088967705,Restaurant // Tap Room
Oly Taproom,"312 Columbia St NW, Olympia, WA 98501",13605150661,https://goo.gl/maps/GFZDAQfscBpAaAYb7,47.0470664976114,-122.902430900256,Restaurant // Tap Room
Otter Bar,"2379 Eastlake Ave E, Seattle, WA 98102",12069069401,https://goo.gl/maps/dWpeRn67h9VhLHp69,47.6420202387971,-122.325668288596,Restaurant // Tap Room
Ounces Taproom & Beer Garden,"3809 Delridge Way SW, Seattle, WA 98106",12064201837,https://g.page/ouncesseattle?share,47.5696673725596,-122.362150059762,Restaurant // Tap Room
Ozzie's,"105 W Mercer St, Seattle, WA 98119",12062844618,https://goo.gl/maps/Jim3uKHCom6Hkpz58,47.6243828280768,-122.357657398391,Restaurant // Tap Room
Peaks and Pints,"3816 N 26th St b, Tacoma, WA 98407",12533285621,https://g.page/peaksandpintstacoma?share,47.271029934863,-122.487700475113,Restaurant // Tap Room
Pine Box,"1600 Melrose Ave, Seattle, WA 98122",12065880375,https://goo.gl/maps/oKTtzfnBGEPmjeEaA,47.6156312287342,-122.326957013734,Restaurant // Tap Room
Pono Ranch,"4502 Shilshole Ave NW, Seattle, WA 98107",12062582162,https://goo.gl/maps/iZNiF4cymzyWLFHGA,47.6620291714329,-122.376606428527,Restaurant // Tap Room
Pint Defiance,"2049 Mildred St W, Tacoma, WA 98466",12533024240,https://goo.gl/maps/yQVWb5tvBQ47Rfjz7,47.2414186899142,-122.525652696004,Restaurant // Tap Room
The Pumphouse,"11802 NE 8th St, Bellevue, WA 98005",14254554110,https://goo.gl/maps/H61ZFgcVSVSUQxGR6,47.6179114553927,-122.182237510035,Restaurant // Tap Room
Pourhouse,"2231 Washington St, Port Townsend, WA 98368",13603795586,https://goo.gl/maps/3tGwJDFcNjV3XN2b9,48.1092465273695,-122.771051342007,Restaurant // Tap Room
Quinn's Pub,"1001 E Pike St, Seattle, WA 98122",12063257711,https://goo.gl/maps/15kevscYbHBo2qBC6,47.614096899795,-122.318952280651,Restaurant // Tap Room
Rays,"6049 Seaview Ave NW, Seattle, WA 98107",12067893770,https://g.page/RaysBoathouse?share,47.6734674467117,-122.406881254212,Restaurant // Tap Room
Rhein Haus,"912 12th Ave, Seattle, WA 98122",12063255409,https://goo.gl/maps/2u35VVcoX3GW31757,47.6110688053949,-122.315175773803,Restaurant // Tap Room
Rhein Haus Tacoma,"649 Division Ave, Tacoma, WA 98403",12535724700,https://goo.gl/maps/FUZgC5ijN7FEnY2C9,47.2634809645087,-122.448627111346,Restaurant // Tap Room
Ridgecrest Pub,"520 NE 165th St, Shoreline, WA 98155",12068237792,https://goo.gl/maps/q3iDzwsEdAjtFvMH8,47.7488540040824,-122.322874197839,Restaurant // Tap Room
Skal Beer Hall,"5429 Ballard Ave NW, Seattle, WA 98107",12068299615,https://goo.gl/maps/rjYtCqm5jfeaQ8BKA,47.668157105748,-122.385004052363,Restaurant // Tap Room
Special Brews,"14608 Hwy 99, Lynnwood, WA 98087",14257417049,https://goo.gl/maps/cibctAQD6TYFRNxU8,47.8661455218797,-122.280774436466,Restaurant // Tap Room
Stone Way Cafe,"3510 Stone Way N, Seattle, WA 98103",12064204435,https://goo.gl/maps/zmGtWXiHE6nMHZ779,47.6500321029799,-122.341884244418,Restaurant // Tap Room
Sunset Alehouse,"20 Front St S, Issaquah, WA 98027",14253918395,https://g.page/sunsetalehouse?share,47.5300609297942,-122.03447232538,Restaurant // Tap Room
Super Deli,"9051 35th Ave SW, Seattle, WA 98126",12069371442,https://goo.gl/maps/vfnUbpFB2oSYDoBo6,47.5213858677102,-122.376729346271,Grocery Store
Josh's Taps and Caps,"1800 Bickford Ave #210, Snohomish, WA 98290",13602177221,https://goo.gl/maps/jTrnYH4ahxMJYDVu8,47.9330958154734,-122.102122033314,Restaurant // Tap Room
Teku Tavern,"552 Denny Way, Seattle, WA 98109",12064661764,https://g.page/TeKuTavern?share,47.6187396705312,-122.345815294144,Restaurant // Tap Room
The Bait Shop,"606 Broadway E, Seattle, WA 98102",12064208742,https://goo.gl/maps/8FH5c5epLbpTz4sa6,47.6246539588551,-122.320344565309,Restaurant // Tap Room
The Bine,"10127 Main St ste a, Bothell, WA 98011",14259087464,https://goo.gl/maps/f3qxTfg7GD3pukN8A,47.7600703900901,-122.203905536469,Restaurant // Tap Room
The Dane,"8000 15th Ave NW, Seattle, WA 98117",12062974441,https://goo.gl/maps/YCURbGfPvvtt23Rm6,47.687163827758,-122.3761788788,Restaurant // Tap Room
Growler Guys,"8500 Lake City Way NE, Seattle, WA 98115",12065222337,https://g.page/TheGrowlerGuysSeattleNE?share,47.6906953862995,-122.30637793702,Restaurant // Tap Room
The Maple,"8929 Roosevelt Way NE, Seattle, WA 98115",12064026135,https://goo.gl/maps/aPpisJ6Jd8LHRQvWA,47.6940269657766,-122.317198729074,Restaurant // Tap Room
The Red Hot,"2914 6th Ave, Tacoma, WA 98406",12537790229,https://goo.gl/maps/miMvxkDjR6MmTdBr5,47.2551823456266,-122.474353553675,Restaurant // Tap Room
The Shambles,"7777 15th Ave NE, Seattle, WA 98115",12066590074,https://goo.gl/maps/Rx9nZAyVzBD8dAX26,47.68649886924,-122.312095322978,Restaurant // Tap Room
Thirsty Hop,"13102 NE 70th Pl, Kirkland, WA 98033",14258968320,https://goo.gl/maps/HhwEz3togb2ZLxzU9,47.6674742571126,-122.16427689839,Restaurant // Tap Room
Toggles Bottles,"1420 Hewitt Ave, Everett, WA 98201",14253039999,https://goo.gl/maps/RoU7etgFLigcvyQb8,47.9791581981834,-122.209374877491,Restaurant // Tap Room
Tippe and Drague,"3315 Beacon Ave S, Seattle, WA 98144",12065380094,https://goo.gl/maps/wdDDeVEJYiE4xf2P6,47.573659598576,-122.308696894146,Restaurant // Tap Room
Watershed Pub and Kitchen,"10104 3rd Ave NE, Seattle, WA 98125",12067297433,https://g.page/Watershedpub?share,47.7020998271322,-122.325396526676,Restaurant // Tap Room
Witness,"410 Broadway E, Seattle, WA 98102",12063290248,https://goo.gl/maps/WN3scnbJNyxxy4bw5,47.622531926362,-122.320659870857,Restaurant // Tap Room
Zeeks Pizza,"6000 Phinney Ave N, Seattle, WA 98103",12062858646,https://g.page/zeeks-pizza-phinney?share,47.6727541432257,-122.353376329075,Restaurant // Tap Room
Zeeks Pizza,"7900 East Green Lake Dr N, Seattle, WA 98103",12062858646,https://g.page/zeekspizzagreenlake?share,47.6860527630626,-122.337134982499,Restaurant // Tap Room
Zeeks Pizza,"41 Dravus St, Seattle, WA 98109",12062858646,https://g.page/zeekspizzafremont?share,47.6484924403026,-122.35529419839,Restaurant // Tap Room
Zeeks Pizza,"1915 Queen Anne Ave N, Seattle, WA 98109",12062858646,https://g.page/zeekspizzaqueenanne?share,47.6366291087853,-122.357419103391,Restaurant // Tap Room
Zeeks Pizza,"2108 NE 65th St, Seattle, WA 98115",12062858646,https://g.page/zeekspizzaravenna?share,47.6759897428707,-122.304554511335,Restaurant // Tap Room
Zeeks Pizza,"419 Denny Way, Seattle, WA 98109",12063740775,https://g.page/zeekspizzaseattle?share,47.618573957961,-122.347712297843,Restaurant // Tap Room
Zeeks Pizza,"1830 E Mercer St, Seattle, WA 98112",12062858646,https://g.page/zeekspizzacapitolhill?share,47.6247156560313,-122.307659647569,Restaurant // Tap Room
Zeeks Pizza,"6459 California Ave SW, Seattle, WA 98136",12062858646,https://g.page/zeekspizzawestseattle?share,47.5451742309317,-122.387483374557,Restaurant // Tap Room
Zeeks Pizza,"124 Park Ln, Kirkland, WA 98033",14258938646,https://g.page/zeekspizzakirkland?share,47.676439829228,-122.205181484896,Restaurant // Tap Room
Zeeks Pizza,"10201 NE 10th St, Bellevue, WA 98004",14258938646,https://g.page/Zeeksbellevue?share,47.6191608248994,-122.204068442021,Restaurant // Tap Room
Zeeks Pizza,"18115 68th Ave NE suite 103, Kenmore, WA 98028",14258938646,https://g.page/zeeks-pizza-kenmore?share,47.7599473766704,-122.249806228524,Restaurant // Tap Room
Zeeks Pizza,"4309 196th St SW, Lynnwood, WA 98036",14258938646,https://g.page/ZeeksPizzaLynnwood?share,47.8214536478231,-122.291490645714,Restaurant // Tap Room
Zeeks Pizza,"1715 228th St SE, Bothell, WA 98021",14258938646,https://g.page/zeekspizzabothell?share,47.7918179901033,-122.211978959208,Restaurant // Tap Room
Zeeks Pizza,"17255 135th Ave NE Suite 1060, Woodinville, WA 98072",14258938646,https://g.page/zeeks-pizza-woodinville?share,47.7518694350008,-122.158535084894,Restaurant // Tap Room
Zeeks Pizza,"16015 Cleveland St suite 100, Redmond, WA 98052",14258938646,https://g.page/ZeeksPizzaRedmond?share,47.674755234592,-122.125739841267,Restaurant // Tap Room
Community Pint,"120 E Sprague Ave, Spokane, WA 99202",15096241631,https://goo.gl/maps/tFqZKHKSDXZFMSa59,47.6571899246552,-117.408310388596,Restaurant // Tap Room
Nectar Wine and Beer,"1331 W Summit Pkwy, Spokane, WA 99201",15092905239,https://goo.gl/maps/JQQN14r8V5o6CiJy6,47.6617822942327,-117.431645243869,Restaurant // Tap Room
