Zip,City,State,Lat,Long
99777,Tanana,AK,65.172029,-152.08258
99840,Skagway,AK,59.465159,-135.31355
99631,Moose Pass,AK,60.499602,-149.40247
99566,Chitina,AK,61.555701,-144.14233
99608,Karluk,AK,57.578081,-154.36255
99655,Quinhagak,AK,59.754016,-161.90079
99921,Craig,AK,55.456449,-133.02648
99555,Aleknagik,AK,59.269535,-158.62458
99652,Big Lake,AK,61.556311,-149.89098
99820,Angoon,AK,57.48765,-134.57222
99503,Anchorage,AK,61.19026,-149.89341
99824,Douglas,AK,58.276192,-134.39781
99577,Eagle River,AK,61.310222,-149.51689
99607,Kalskag,AK,61.535511,-160.30165
99517,Anchorage,AK,61.188276,-149.93438
99790,Fairbanks,AK,64.856055,-146.27598
99518,Anchorage,AK,61.156565,-149.88335
99557,Aniak,AK,61.570981,-158.88072
99645,Palmer,AK,61.598203,-149.04109
99826,Gustavus,AK,58.434052,-135.73088
99927,Point Baker,AK,56.337957,-133.60689
99734,Prudhoe Bay,AK,66.693255,-153.993988
99628,Manokotak,AK,58.981087,-159.0558
99648,Perryville,AK,55.91076,-159.15591
99626,Lower Kalskag,AK,61.518175,-160.37019
99791,Atqasuk,AK,70.477663,-157.41805
99836,Port Alexander,AK,56.53595,-132.827948
99835,Sitka,AK,57.064376,-135.3227
99825,Elfin Cove,AK,58.068878,-136.27833
99783,Wales,AK,65.612116,-168.08928
99726,Bettles Field,AK,66.917381,-151.50508
99611,Kenai,AK,60.587598,-151.23355
99803,Juneau,AK,58.377074,-134.617383
99724,Beaver,AK,66.359719,-147.39743
99681,Tununak,AK,60.582127,-165.25645
99522,Anchorage,AK,61.108864,-149.440311
99774,Stevens Village,AK,66.005296,-149.10303
99784,White Mountain,AK,64.684323,-163.44257
99505,Fort Richardson,AK,61.261518,-149.66336
99716,Two Rivers,AK,64.874591,-146.898195
99725,Ester,AK,64.842326,-148.02197
99928,Ward Cove,AK,55.395359,-131.67537
99693,Whittier,AK,60.639257,-148.54211
99677,Tatitlek,AK,60.863764,-146.68013
99720,Allakaket,AK,66.557586,-152.6559
99584,Flat,AK,65.226375,-151.025085
99929,Wrangell,AK,56.409507,-132.33822
99506,Elmendorf AFB,AK,61.224384,-149.77461
99918,Coffman Cove,AK,56.009124,-132.82018
99511,Anchorage,AK,61.068324,-149.800476
99565,Chignik Lagoon,AK,56.307535,-158.53502
99765,Nulato,AK,64.730035,-158.11178
99651,Platinum,AK,59.00689,-161.81529
99669,Soldotna,AK,60.489536,-151.02091
99695,Anchorage,AK,61.402544,-150.57485
99668,Sleetmute,AK,61.683931,-157.15202
99551,Akiachak,AK,60.88981,-161.42393
99664,Seward,AK,60.151652,-149.41271
99737,Delta Junction,AK,63.978355,-145.4623
99615,Kodiak,AK,57.74663,-152.51142
99753,Koyuk,AK,64.932225,-161.15597
99610,Kasilof,AK,60.318451,-151.28948
99641,Nunapitchuk,AK,60.898967,-162.43712
99741,Galena,AK,64.739082,-156.89456
99763,Noorvik,AK,66.83713,-161.03664
99830,Kake,AK,56.975011,-133.9323
99627,McGrath,AK,62.94914,-155.57265
99766,Point Hope,AK,68.347052,-166.76291
99605,Hope,AK,60.911003,-149.62708
99688,Willow,AK,61.796774,-150.07792
99502,Anchorage,AK,61.153693,-149.95932
99801,Juneau,AK,58.358599,-134.54749
99721,Anaktuvuk Pass,AK,68.148216,-151.72854
99760,Nenana,AK,64.560888,-149.07674
99727,Buckland,AK,65.979144,-161.12225
99704,Clear,AK,64.289856,-149.17778
99692,Dutch Harbor,AK,53.883729,-166.5485
99553,Akutan,AK,54.098693,-165.88176
99622,Kwigillingok,AK,59.870295,-163.16752
99748,Kaltag,AK,64.324887,-158.73204
99561,Chefornak,AK,60.143735,-164.25283
99521,Anchorage,AK,61.108864,-149.440311
99646,Palmer,AK,61.586896,-149.094699
99751,Kobuk,AK,66.908604,-156.88828
99588,Glennallen,AK,62.12042,-145.58592
99563,Chevak,AK,61.527953,-165.57029
99625,Levelock,AK,59.116273,-156.84802
99738,Eagle,AK,64.778099,-141.19257
99571,Cold Bay,AK,55.315003,-162.634
99691,Nikolai,AK,62.999213,-154.41957
99589,Goodnews Bay,AK,59.125873,-161.59999
99758,Minto,AK,65.152583,-149.39156
99786,Ambler,AK,67.083658,-157.86225
99841,Tenakee Springs,AK,57.777622,-135.20777
99754,Koyukuk,AK,64.881745,-157.70439
99703,Fort Wainwright,AK,64.827164,-147.6265
99733,Circle,AK,65.796306,-144.06388
99580,Ekwok,AK,59.360233,-157.4838
99686,Valdez,AK,61.128176,-146.2357
99599,Anchorage,AK,61.187188,-149.880393
99602,Holy Cross,AK,62.198048,-159.77341
99773,Shungnak,AK,66.887401,-157.14287
99682,Tyonek,AK,61.067777,-151.14169
99702,Eielson AFB,AK,64.661627,-147.02121
99752,Kotzebue,AK,66.897192,-162.58544
99772,Shishmaref,AK,66.259417,-165.73202
99636,New Stuyahok,AK,59.452339,-157.31368
99732,Chicken,AK,64.070738,-141.87489
99749,Kiana,AK,66.97172,-160.43016
99567,Chugiak,AK,61.413717,-149.42644
99782,Wainwright,AK,70.640902,-160.02481
99710,Fairbanks,AK,64.948648,-147.535549
99519,Anchorage,AK,61.108864,-149.440311
99621,Kwethluk,AK,60.810509,-161.4219
99739,Elim,AK,64.620513,-162.27718
99572,Cooper Landing,AK,60.484146,-149.78153
99827,Haines,AK,59.279037,-135.6122
99508,Anchorage,AK,61.203953,-149.8144
99558,Anvik,AK,62.632905,-160.21336
99644,Ouzinkie,AK,57.929664,-152.46085
99620,Kotlik,AK,62.945434,-163.76142
99509,Anchorage,AK,61.108864,-149.440311
85228,Coolidge,AZ,32.967829,-111.52617
85346,Quartzsite,AZ,33.654343,-114.23325
85007,Phoenix,AZ,33.449995,-112.09024
85542,Peridot,AZ,33.262553,-110.5231
86322,Camp Verde,AZ,34.556478,-111.84375
85385,Peoria,AZ,33.276539,-112.18717
85933,Overgaard,AZ,34.392829,-110.52048
85077,Phoenix,AZ,33.276539,-112.18717
86547,Round Rock,AZ,36.494915,-109.45613
85082,Phoenix,AZ,33.276539,-112.18717
85901,Show Low,AZ,34.271427,-110.03676
85066,Phoenix,AZ,33.276539,-112.18717
85342,Morristown,AZ,33.939162,-112.49976
85611,Elgin,AZ,31.588594,-110.51857
85030,Phoenix,AZ,33.276539,-112.18717
85321,Ajo,AZ,32.331853,-112.78694
86046,Williams,AZ,35.378832,-112.23657
86427,Fort Mohave,AZ,35.00429,-114.581228
86422,Bullhead City,AZ,35.109303,-114.574004
85730,Tucson,AZ,32.179227,-110.81032
85279,Florence,AZ,32.983653,-111.326045
85614,Green Valley,AZ,31.857504,-111.00904
86520,Blue Gap,AZ,36.045603,-110.00633
85331,Cave Creek,AZ,33.789204,-111.96301
85213,Mesa,AZ,33.434192,-111.76892
85925,Eagar,AZ,34.109777,-109.34532
85041,Phoenix,AZ,33.386995,-112.10076
85255,Scottsdale,AZ,33.697268,-111.88321
85361,Wittmann,AZ,33.739904,-112.59778
86001,Flagstaff,AZ,35.279872,-111.72256
86016,Gray Mountain,AZ,35.675689,-111.49474
85203,Mesa,AZ,33.437493,-111.806
85285,Tempe,AZ,33.276539,-112.18717
86404,Lake Havasu City,AZ,34.546899,-114.32546
86442,Bullhead City,AZ,35.097719,-114.59734
85324,Black Canyon City,AZ,34.10865,-112.10088
85627,Pomerene,AZ,32.09881,-110.09917
85251,Scottsdale,AZ,33.494152,-111.92079
85439,San Luis,AZ,32.491745,-114.784135
85334,Ehrenberg,AZ,33.631915,-114.49095
86343,Crown King,AZ,34.201191,-112.3501
85367,Yuma,AZ,32.654701,-114.40884
85076,Phoenix,AZ,33.276539,-112.18717
85290,Tortilla Flat,AZ,33.276539,-112.18717
85038,Phoenix,AZ,33.276539,-112.18717
85645,Amado,AZ,31.718671,-111.09908
85020,Phoenix,AZ,33.563663,-112.05519
85244,Chandler,AZ,33.321316,-111.888824
85249,Chandler,AZ,33.237229,-111.8004
85371,Poston,AZ,34.031791,-114.390171
85547,Payson,AZ,34.257457,-111.28775
85725,Tucson,AZ,31.970131,-111.890713
85297,Gilbert,AZ,33.272322,-111.714171
85004,Phoenix,AZ,33.451093,-112.07057
85360,Wikieup,AZ,34.681394,-113.5935
85732,Tucson,AZ,32.084775,-110.71225
86432,Littlefield,AZ,36.903232,-113.94024
85045,Phoenix,AZ,33.29974,-112.09812
85329,Cashion,AZ,33.431242,-112.29588
85222,Casa Grande,AZ,32.878138,-111.73499
86336,Sedona,AZ,34.876638,-111.80666
85533,Clifton,AZ,33.122043,-109.2841
85926,Fort Apache,AZ,34.074253,-109.86356
85639,Topawa,AZ,31.773676,-111.76494
85312,Glendale,AZ,33.276539,-112.18717
85706,Tucson,AZ,32.128649,-110.92497
85353,Tolleson,AZ,33.426423,-112.28299
85739,Tucson,AZ,32.521096,-110.9087
85202,Mesa,AZ,33.381097,-111.8756
85235,Hayden,AZ,32.995762,-110.7804
85303,Glendale,AZ,33.528166,-112.22189
85354,Tonopah,AZ,33.452432,-113.01652
85634,Sells,AZ,31.998543,-111.93712
85380,Peoria,AZ,33.276539,-112.18717
85654,Rillito,AZ,32.417221,-111.17135
85365,Yuma,AZ,32.700018,-114.52671
85671,Sierra Vista,AZ,31.880077,-109.754263
86035,Leupp,AZ,35.335107,-110.99972
85268,Fountain Hills,AZ,33.604811,-111.72852
85292,Winkelman,AZ,32.945838,-110.72198
85382,Peoria,AZ,33.689869,-112.24838
85225,Chandler,AZ,33.316349,-111.83064
86508,Lupton,AZ,35.325261,-109.07847
85262,Scottsdale,AZ,33.798581,-111.8708
85670,Fort Huachuca,AZ,31.880077,-109.754263
86054,Shonto,AZ,36.630103,-110.65072
86413,Golden Valley,AZ,35.190896,-114.24036
85327,Cave Creek,AZ,33.276539,-112.18717
85543,Pima,AZ,32.90375,-109.84995
85074,Phoenix,AZ,33.276539,-112.18717
85258,Scottsdale,AZ,33.566635,-111.89337
85227,Chandler Heights,AZ,33.212186,-111.686171
85736,Tucson,AZ,31.979764,-111.29398
85061,Phoenix,AZ,33.276539,-112.18717
85545,Roosevelt,AZ,33.624008,-111.01062
85230,Casa Grande,AZ,32.742949,-111.78945
85261,Scottsdale,AZ,33.276539,-112.18717
85390,Wickenburg,AZ,33.961122,-112.76952
86045,Tuba City,AZ,36.061184,-111.06828
85376,Sun City West,AZ,33.276539,-112.18717
85341,Lukeville,AZ,31.970131,-111.890713
86231,Bagdad,AZ,34.581245,-113.16874
85291,Valley Farms,AZ,33.013502,-111.42979
85002,Phoenix,AZ,33.276539,-112.18717
85216,Mesa,AZ,33.276539,-112.18717
85356,Wellton,AZ,32.676125,-114.13546
85252,Scottsdale,AZ,33.499529,-111.868432
85902,Show Low,AZ,34.298092,-110.035185
86011,Flagstaff,AZ,35.630842,-112.052427
86334,Paulden,AZ,34.910591,-112.46252
86033,Kayenta,AZ,36.608485,-110.18425
85245,Red Rock,AZ,32.623115,-111.37672
85625,Pearce,AZ,31.911838,-109.7723
86344,Paulden,AZ,34.907296,-112.492365
85282,Tempe,AZ,33.394067,-111.92873
85043,Phoenix,AZ,33.435405,-112.20009
85623,Oracle,AZ,32.625543,-110.77201
85624,Patagonia,AZ,31.504439,-110.70794
85932,Nutrioso,AZ,33.927014,-109.22149
86535,Dennehotso,AZ,36.798893,-109.86488
85248,Chandler,AZ,33.239097,-111.86355
85264,Fort Mcdowell,AZ,33.617643,-111.67554
85250,Scottsdale,AZ,33.521433,-111.90944
85637,Sonoita,AZ,31.733433,-110.66869
85922,Blue,AZ,33.681485,-109.24946
85939,Taylor,AZ,34.442667,-110.09181
85501,Globe,AZ,33.53457,-110.75681
85613,Fort Huachuca,AZ,31.541437,-110.30004
85707,Tucson,AZ,32.169577,-110.875093
85541,Payson,AZ,34.243578,-111.28137
85299,Gilbert,AZ,33.276539,-112.18717
85724,Tucson,AZ,32.240571,-110.944343
85260,Scottsdale,AZ,33.606004,-111.88699
85281,Tempe,AZ,33.426885,-111.92733
85548,Safford,AZ,32.797009,-109.752196
85027,Phoenix,AZ,33.698731,-112.11429
85311,Glendale,AZ,33.276539,-112.18717
86017,Munds Park,AZ,34.9372,-111.62931
86312,Prescott Valley,AZ,34.668291,-112.307777
86301,Prescott,AZ,34.589477,-112.44726
85553,Tonto Basin,AZ,33.830708,-111.30102
86549,Sawmill,AZ,35.958014,-109.17551
85941,Whiteriver,AZ,33.849439,-110.03334
86446,Mohave Valley,AZ,34.849946,-114.591728
89024,Mesquite,AZ,36.789432,-114.01042
85338,Goodyear,AZ,33.430922,-112.38482
86330,Iron Springs,AZ,34.706724,-112.39773
85720,Tucson,AZ,31.970131,-111.890713
86032,Joseph City,AZ,35.101925,-110.42509
86631,Jerome,AZ,34.748879,-112.115853
85713,Tucson,AZ,32.194909,-110.9757
85745,Tucson,AZ,32.242724,-111.0209
86403,Lake Havasu City,AZ,34.483582,-114.33694
86438,Yucca,AZ,34.805546,-114.14175
86433,Oatman,AZ,35.030577,-114.38928
85719,Tucson,AZ,32.240625,-110.94791
86030,Hotevilla,AZ,36.115339,-110.61562
85301,Glendale,AZ,33.534128,-112.1767
85313,Glendale,AZ,33.276539,-112.18717
86335,Rimrock,AZ,34.653475,-111.75103
85062,Phoenix,AZ,33.276539,-112.18717
85269,Fountain Hills,AZ,33.276539,-112.18717
85712,Tucson,AZ,32.249551,-110.8878
85273,Superior,AZ,33.28591,-111.11015
85029,Phoenix,AZ,33.598841,-112.12023
85039,Phoenix,AZ,33.276539,-112.18717
85750,Tucson,AZ,32.292078,-110.84384
86339,Sedona,AZ,34.907188,-111.728572
85938,Springerville,AZ,34.094597,-109.22291
85073,Phoenix,AZ,33.276539,-112.18717
85722,Tucson,AZ,31.970131,-111.890713
85212,Mesa,AZ,33.35035,-111.64535
86022,Fredonia,AZ,36.844685,-112.47107
85210,Mesa,AZ,33.391233,-111.84129
85752,Tucson,AZ,31.970131,-111.890713
85620,Naco,AZ,31.385182,-109.919794
86430,Bullhead City,AZ,35.256802,-114.49451
85653,Marana,AZ,32.454488,-111.26232
85366,Yuma,AZ,32.609959,-114.631172
85655,Douglas,AZ,31.880077,-109.754263
85731,Tucson,AZ,32.088034,-110.708174
85936,Saint Johns,AZ,34.558663,-109.40254
85711,Tucson,AZ,32.216326,-110.88511
85609,Dragoon,AZ,32.036365,-110.04581
86440,Mohave Valley,AZ,34.888406,-114.57354
85097,Phoenix,AZ,33.276539,-112.18717
85381,Peoria,AZ,33.60864,-112.22791
86323,Chino Valley,AZ,34.765452,-112.45931
85054,Phoenix,AZ,33.689558,-111.96463
86434,Peach Springs,AZ,35.482227,-113.5121
85284,Tempe,AZ,33.338333,-111.92962
85531,Central,AZ,32.872122,-109.79267
85016,Phoenix,AZ,33.503742,-112.03235
85055,Phoenix,AZ,33.276539,-112.18717
86439,Bullhead City,AZ,35.095848,-114.619445
86502,Chambers,AZ,35.213287,-109.54223
85743,Tucson,AZ,32.335122,-111.14888
85001,Phoenix,AZ,33.703967,-112.351835
86331,Jerome,AZ,34.74428,-112.14586
86503,Chinle,AZ,36.165779,-109.61956
85628,Nogales,AZ,31.531998,-110.909305
86337,Seligman,AZ,35.334394,-113.05774
85214,Mesa,AZ,33.276539,-112.18717
85263,Rio Verde,AZ,33.722594,-111.67915
85306,Glendale,AZ,33.624546,-112.1767
85374,Surprise,AZ,33.643508,-112.38502
85031,Phoenix,AZ,33.493496,-112.17108
85307,Glendale,AZ,33.529314,-112.30607
85536,Fort Thomas,AZ,33.02874,-109.98719
85931,Forest Lakes,AZ,34.393887,-110.83591
85716,Tucson,AZ,32.242275,-110.92533
85744,Tucson,AZ,31.970131,-111.890713
86544,Red Valley,AZ,36.59559,-109.11872
85704,Tucson,AZ,32.32764,-110.98801
85606,Cochise,AZ,32.054694,-109.81342
86305,Prescott,AZ,34.70062,-112.63753
86018,Parks,AZ,35.197566,-111.93253
85021,Phoenix,AZ,33.559437,-112.09281
85236,Higley,AZ,33.305783,-111.70835
85310,Glendale,AZ,33.701173,-112.17614
86052,North Rim,AZ,36.499283,-112.23039
85383,Peoria,AZ,33.700837,-112.244827
85318,Glendale,AZ,33.276539,-112.18717
85742,Tucson,AZ,32.385588,-111.05582
85072,Phoenix,AZ,33.276539,-112.18717
85323,Avondale,AZ,33.454441,-112.32401
85349,San Luis,AZ,32.494054,-114.77866
85254,Scottsdale,AZ,33.617504,-111.95416
86053,Kaibito,AZ,36.556111,-111.10495
86314,Prescott Valley,AZ,34.621743,-112.32176
86435,Supai,AZ,36.198652,-112.51013
85215,Mesa,AZ,33.479868,-111.6935
85089,New River,AZ,33.909138,-112.140771
86444,Meadview,AZ,35.950442,-114.07783
85246,Chandler,AZ,33.276539,-112.18717
86429,Bullhead City,AZ,35.172854,-114.54696
86445,Willow Beach,AZ,35.605301,-113.642712
85942,Woodruff,AZ,34.778649,-109.96697
86302,Prescott,AZ,34.574921,-112.491528
85226,Chandler,AZ,33.312208,-111.93177
85807,New River,AZ,33.876452,-112.088337
85063,Phoenix,AZ,33.276539,-112.18717
85070,Phoenix,AZ,33.276539,-112.18717
85740,Tucson,AZ,31.970131,-111.890713
85266,Scottsdale,AZ,33.276539,-112.18717
85364,Yuma,AZ,32.704499,-114.64644
85272,Stanfield,AZ,32.852769,-111.97564
85308,Glendale,AZ,33.657722,-112.17825
85012,Phoenix,AZ,33.505251,-112.0703
85641,Vail,AZ,32.00196,-110.67442
85622,Green Valley,AZ,31.853334,-110.932803
86556,Tsaile,AZ,36.272262,-109.17516
85025,Phoenix,AZ,33.422621,-111.723635
85019,Phoenix,AZ,33.511992,-112.1417
86361,Bagdad,AZ,34.572995,-113.183806
85037,Phoenix,AZ,33.493006,-112.25539
86510,Pinon,AZ,36.110934,-110.20181
86029,Sun Valley,AZ,35.285746,-110.288704
86313,Prescott,AZ,34.706724,-112.39773
85636,Sierra Vista,AZ,31.668685,-110.280111
86436,Topock,AZ,34.782526,-114.4663
85332,Congress,AZ,34.177939,-112.9307
85728,Tucson,AZ,31.970131,-111.890713
85632,San Simon,AZ,32.048448,-109.19635
85369,Yuma,AZ,32.751632,-114.074901
85302,Glendale,AZ,33.568143,-112.17699
85274,Mesa,AZ,33.276539,-112.18717
85207,Mesa,AZ,33.436767,-111.64338
85602,Benson,AZ,32.010164,-110.3182
85929,Lakeside,AZ,34.162407,-109.9952
85535,Eden,AZ,32.963028,-109.91803
85749,Tucson,AZ,32.299275,-110.74419
86304,Prescott,AZ,34.59668,-112.49066
86366,Cottonwood,AZ,34.704667,-111.989364
85640,Tumacacori,AZ,31.586392,-111.0416
86042,Polacca,AZ,35.835642,-110.36628
85348,Salome,AZ,33.730443,-113.62376
85280,Tempe,AZ,33.401395,-111.931298
86411,Hackberry,AZ,35.605301,-113.642712
85619,Mount Lemmon,AZ,32.441496,-110.75682
85601,Arivaca,AZ,31.579152,-111.33413
86040,Page,AZ,36.726377,-111.4284
85015,Phoenix,AZ,33.50689,-112.10262
85259,Scottsdale,AZ,33.596995,-111.82628
85607,Douglas,AZ,31.382775,-109.55035
86021,Colorado City,AZ,36.985868,-112.9791
85359,Quartzsite,AZ,33.66688,-114.239557
85387,Surprise,AZ,33.276539,-112.18717
85605,Bowie,AZ,32.314118,-109.46196
86431,Chloride,AZ,35.413284,-114.21626
85018,Phoenix,AZ,33.498076,-111.98603
85028,Phoenix,AZ,33.585037,-112.00815
86325,Cornville,AZ,34.718836,-111.90168
85232,Florence,AZ,32.961615,-111.31629
85911,Cibecue,AZ,34.102913,-110.55639
85621,Nogales,AZ,31.37737,-110.9264
85053,Phoenix,AZ,33.629911,-112.13122
85737,Tucson,AZ,32.417144,-110.96354
86320,Ash Fork,AZ,35.178163,-112.56465
85271,Scottsdale,AZ,33.276539,-112.18717
85552,Thatcher,AZ,32.816055,-109.76487
85277,Mesa,AZ,33.276539,-112.18717
85350,Somerton,AZ,32.58193,-114.71199
85777,Tucson,AZ,32.071764,-110.859106
85256,Scottsdale,AZ,33.491302,-111.83509
85267,Scottsdale,AZ,33.276539,-112.18717
86327,Dewey,AZ,34.533237,-112.20644
86034,Keams Canyon,AZ,35.765669,-110.18617
86351,Sedona,AZ,34.782453,-111.76764
85067,Phoenix,AZ,33.276539,-112.18717
85633,Sasabe,AZ,31.632739,-111.49066
85937,Snowflake,AZ,34.560896,-110.03633
86515,Window Rock,AZ,35.672842,-109.06495
86321,Bagdad,AZ,34.543627,-113.11473
85296,Gilbert,AZ,33.319722,-111.76078
85646,Tubac,AZ,31.623432,-111.06352
85024,Phoenix,AZ,33.675564,-112.04717
85546,Safford,AZ,32.800222,-109.69052
85935,Pinetop,AZ,34.121008,-109.91503
87328,Navajo,AZ,35.923348,-109.08296
85351,Sun City,AZ,33.60642,-112.28316
85005,Phoenix,AZ,33.276539,-112.18717
85372,Sun City,AZ,33.276539,-112.18717
85217,Apache Junction,AZ,33.393398,-111.478975
